train_data/otsuka20x40/0004_20x40_0.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_1.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_2.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_3.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_4.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_5.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_6.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_7.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_8.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_9.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_10.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_11.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_12.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_13.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_14.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_15.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_16.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_17.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_18.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_19.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_20.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_21.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_22.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_23.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_24.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_25.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_26.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_27.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_28.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_29.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_30.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_31.jpg,スポーツ飲料
train_data/otsuka20x40/0004_20x40_32.jpg,スポーツ飲料
